x           y           stackinginfo
138.534430047372 80.7921640304171 1
94.0214529122102 1.26560538791446 1
2.84904369574371 2.55538772488009 1
4.99814884202327 3.84342863031052 1
7.14823678380813 5.12961454405488 1
9.29938395809957 6.41382348789196 1
11.4516456553043 7.69598081342886 1
13.6050303837272 8.97610827215911 1
15.7594811121099 10.2543529551465 1
17.9148662262311 11.5309944493629 1
20.0709820057985 12.8064330792764 1
22.2275664910722 14.0811631744277 1
24.3843222289243 15.355735761812 3
26.5409437989855 16.6307153116978 3
28.6971455812115 17.9066350201621 3
30.8526855672562 19.1839549196486 3
33.007381937952 20.4630273018093 0
35.1611203892889 21.7440748117852 0
37.3138516461902 23.027186743005 0
39.4655793964398 24.3123373361877 0
41.6163396797761 25.5994255318675 0
43.7661757317778 26.8883281021202 0
45.9151184513417 28.1789475989465 0
48.0631880314131 29.4712275183559 0
50.2104222841719 30.7651163726366 0
52.3569125394278 32.0605014661133 0
54.5028335588175 33.3571458819278 0
56.6484565346976 34.6546432416871 0
58.7941365345491 35.9524086356063 4
60.940281732205 37.249709772111 4
63.0873163388517 38.5457307063944 4
65.235642920273 39.8396563638615 2
67.3856051328795 41.1307632059961 2
69.5374541351169 42.418498255024 2
71.6913259618851 43.7025292216714 2
73.8472363728532 44.9827561535718 2
76.0050936989387 46.259287434184 2
78.164723817779 47.5323931742263 2
80.3258987837858 48.8024520244272 2
82.4883620247598 50.0699038369411 2
84.6518464754028 51.3352143267168 2
86.8160855836014 52.5988524413514 2
88.9808181129105 53.8612787658231 2
91.1457881988423 55.1229424643271 2
93.3107428018178 56.3842831153257 2
95.4754280395858 57.645734833584 2
97.6395853304026 58.907731308232 2
99.8029481836428 60.170710729675 2
101.965240696012 61.4351193739108 2
104.126179420909 62.7014116932144 2
106.285481085479 63.9700434249669 2
108.44287796836 65.2414549477769 2
110.598141636855 66.5160427846284 2
112.751113724273 67.7941184514954 2
114.901739163987 69.0758581289983 2
117.05009381061 70.3612529267746 5
119.196396857485 71.6500742084749 5
121.341000904344 72.9418682325425 5
123.484358743413 74.2359873976197 1
125.626972935849 75.5316547009169 1
127.76933833462 76.8280495678694 1
129.911887961413 78.1243997557138 1
132.054951869268 79.4200625557884 1
134.198738959312 80.7145759812492 1
89.6830489730246 1.18965035769541 1
91.8285153733728 2.48116872224907 1
93.974852896609 3.77104772224588 1
96.1221052291431 5.05921803773258 1
