0.00     0.00          -32904.3631346828  -32911.0938614046  -32911.0938623855
     
0.00     0.02          -32904.3631345789  -32911.0851896831   -32911.085189892
     
0.00     0.04          -32904.3631348015  -32911.0594171142  -32911.0594177655
     
0.00     0.06          -32904.3631346537  -32911.0187438818  -32911.0187442566
     
0.00     0.08          -32904.3631346458  -32910.9660941686  -32910.9660955759
     
0.00     0.10          -32904.3631345075   -32910.901368953  -32910.9013690584
     
0.00     0.12          -32904.3631345888  -32910.8271626259  -32910.8271630983
     
0.00     0.14          -32904.3631346754  -32910.7473557353  -32910.7473563184
     
0.00     0.16          -32904.3631346442  -32910.6665028985  -32910.6665033698
     
0.00     0.18          -32904.3631344809  -32910.5868765474  -32910.5868770628
     
0.00     0.20          -32904.3631344975  -32910.5114380656  -32910.5114385312
     
0.00     0.22          -32904.3631345893  -32910.4429622634  -32910.4429625753
     
0.00     0.24          -32904.3631347135  -32910.3839382348  -32910.3839383617
     
0.00     0.26          -32904.3631346307  -32910.3362354749  -32910.3362357098
     
0.00     0.28           -32904.363134622  -32910.3008198235  -32910.3008204361
     
0.00     0.3          -32904.3631346615  -32910.2782798043   -32910.278279902
     
0.00     0.30          -32904.3631346615  -32910.2782798043   -32910.278279902
     
0.00     0.32          -32904.3631348249   -32910.266274126  -32910.2662745595
     
0.00     0.34          -32904.3631347933  -32910.2647717575  -32910.2647720267
     
0.00     0.36          -32904.3631347529  -32910.2716029034  -32910.2716030976
     
0.00     0.38          -32904.3631348441  -32910.2828951537  -32910.2828957441
     
0.00     0.40          -32904.3631348939  -32910.2974927043  -32910.2974934506
     
0.00     0.42          -32904.3631348498  -32910.3134165762  -32910.3134175229
     
0.00     0.44          -32904.3631348106  -32910.3288245814  -32910.3288255665
     
0.00     0.46          -32904.3631347655  -32910.3424286974   -32910.342429176
     
0.00     0.48          -32904.3631347995  -32910.3524333954  -32910.3524339606
     
0.00     0.50          -32904.3631348613  -32910.3579981949   -32910.357998803
     
0.00     0.52          -32904.3631347084  -32910.3582969363  -32910.3582975365
     
0.00     0.54          -32904.3631347382  -32910.3526432968  -32910.3526441792
     
0.00     0.56          -32904.3631346566  -32910.3416955814  -32910.3416965555
     
0.00     0.58          -32904.3631347052  -32910.3260997257   -32910.326100668
     
