0.00        0.00                -32904.6929464      -32910.792127     -32910.7921293
        
0.00        0.02                -32904.6929463     -32910.8045196       -32910.80452
        
0.00        0.04                -32904.6929464      -32910.833352     -32910.8333528
        
0.00        0.06                -32904.6929464     -32910.8711683     -32910.8711691
        
0.00        0.08                -32904.6929465     -32910.9126786     -32910.9126789
        
0.00        0.10                -32904.6929463     -32910.9541054     -32910.9541057
        
0.00        0.12                -32904.6929463     -32910.9931865     -32910.9931868
        
0.00        0.14                -32904.6929464     -32911.0280928     -32911.0280935
        
0.00        0.16                -32904.6929465     -32911.0578224     -32911.0578235
        
0.00        0.18                -32904.6929464     -32911.0832843     -32911.0832851
        
0.00        0.20                -32904.6929464      -32911.100162     -32911.1001626
        
0.00        0.22                -32904.6929464     -32911.1125817     -32911.1125827
        
0.00        0.24                -32904.6929465     -32911.1181628      -32911.118164
        
0.00        0.26                -32904.6929465     -32911.1186777     -32911.1186787
        
0.00        0.28                -32904.6929465     -32911.1151358     -32911.1151364
        
0.00        0.3                -32904.6929464      -32911.109669     -32911.1096695
        
0.00        0.30                -32904.6929464      -32911.109669     -32911.1096695
        
0.00        0.32                -32904.6929465     -32911.1041507     -32911.1041521
        
0.00        0.34                -32904.6929464     -32911.1028622     -32911.1028638
        
0.00        0.36                -32904.6929465     -32911.1114088     -32911.1114093
        
0.00        0.38                -32904.6929464     -32911.1336434     -32911.1336438
        
0.00        0.40                -32904.6929463     -32911.1729861     -32911.1729869
        
0.00        0.42                -32904.6929463     -32911.2342495     -32911.2342509
        
0.00        0.44                -32904.6929464     -32911.3147179     -32911.3147194
        
0.00        0.46                -32904.6929464     -32911.4048098     -32911.4048105
        
0.00        0.48                -32904.6929462     -32911.4981893     -32911.4981899
        
0.00        0.50                -32904.6929462     -32911.5924119     -32911.5924123
        
0.00        0.52                -32904.6929463     -32911.6818711     -32911.6818717
        
0.00        0.54                -32904.6929464     -32911.7645422     -32911.7645426
        
0.00        0.56                -32904.6929463     -32911.8384532     -32911.8384536
        
0.00        0.58                -32904.6929462     -32911.9019241     -32911.9019243
        
0.00        0.60                -32904.6929463      -32911.953605     -32911.9536057
        
0.00        0.62                -32904.6929464     -32911.9930516      -32911.993052
        
0.00        0.64                -32904.6929464     -32912.0185992     -32912.0185998
        
0.00        0.66                -32904.6929463     -32912.0310652     -32912.0310657
        
0.00        0.68                -32904.6929464     -32912.0293032     -32912.0293037
        
0.00        0.70                -32904.6929465     -32912.0133764      -32912.013377
        
0.00        0.72                -32904.6929465     -32911.9836988     -32911.9836992
        
0.00        0.74                -32904.6929464     -32911.9395046     -32911.9395051
        
0.00        0.76                -32904.6929465     -32911.8814351     -32911.8814353
        
0.00        0.78                -32904.6929465     -32911.8097811     -32911.8097813
        
0.00        0.80                -32904.6929466     -32911.7253681     -32911.7253687
        
0.00        0.82                -32904.6929465     -32911.6289166     -32911.6289172
        
0.00        0.84                -32904.6929464     -32911.5219771     -32911.5219777
        
0.00        0.86                -32904.6929464     -32911.4058149     -32911.4058156
        
0.00        0.88                -32904.6929465     -32911.2842729     -32911.2842738
        
0.00        0.90                -32904.6929465     -32911.1607251     -32911.1607257
        
0.00        0.92                -32904.6929465     -32911.0367133     -32911.0367137
        
0.00        0.94                -32904.6929464     -32910.9351361     -32910.9351364
        
0.00        0.96                -32904.6929464     -32910.8551078     -32910.8551086
        
0.00        0.98                -32904.6929465     -32910.8069819     -32910.8069823
        
0.00        1.00                -32904.6929464      -32910.792127     -32910.7921293
        
0.04        0.00                -32904.6929463     -32910.8107478     -32910.8107482
        
0.04        0.02                -32904.6929464     -32910.8290092     -32910.8290098
        
0.04        0.04                -32904.6929464     -32910.8629242     -32910.8629251
        
0.04        0.06                -32904.6929465     -32910.9045973     -32910.9045975
        
0.04        0.08                -32904.6929464     -32910.9484457     -32910.9484462
        
0.04        0.10                -32904.6929464      -32910.991124     -32910.9911247
        
0.04        0.12                -32904.6929464      -32911.031518      -32911.031519
        
0.04        0.14                -32904.6929464     -32911.0661761     -32911.0661766
        
0.04        0.16                -32904.6929464     -32911.0946755      -32911.094676
        
0.04        0.18                -32904.6929464     -32911.1165674      -32911.116568
        
0.04        0.20                -32904.6929465       -32911.13094     -32911.1309405
        
0.04        0.22                -32904.6929465     -32911.1395464      -32911.139547
        
0.04        0.24                -32904.6929464     -32911.1415792     -32911.1415797
        
0.04        0.26                -32904.6929464      -32911.138147     -32911.1381473
        
0.04        0.28                -32904.6929464     -32911.1307161     -32911.1307163
        
0.04        0.3                -32904.6929464     -32911.1207887     -32911.1207894
        
0.04        0.30                -32904.6929464     -32911.1207887     -32911.1207894
        
0.04        0.32                -32904.6929464     -32911.1120979     -32911.1120985
        
0.04        0.34                -32904.6929464     -32911.1076482     -32911.1076487
        
0.04        0.36                -32904.6929463     -32911.1119645     -32911.1119652
        
0.04        0.38                -32904.6929463     -32911.1311187     -32911.1311189
        
0.04        0.40                -32904.6929463     -32911.1692273     -32911.1692279
        
0.04        0.42                -32904.6929464     -32911.2277929     -32911.2277942
        
0.04        0.44                -32904.6929463     -32911.3067056     -32911.3067071
        
0.04        0.46                -32904.6929463     -32911.3966687     -32911.3966694
        
0.04        0.48                -32904.6929464     -32911.4901835     -32911.4901843
        
0.04        0.50                -32904.6929464     -32911.5846523     -32911.5846527
        
0.04        0.52                -32904.6929464     -32911.6744811     -32911.6744815
        
0.04        0.54                -32904.6929463     -32911.7573912     -32911.7573917
        
0.04        0.56                -32904.6929463     -32911.8315034     -32911.8315038
        
0.04        0.58                -32904.6929464     -32911.8951324     -32911.8951328
        
0.04        0.60                -32904.6929465     -32911.9468041     -32911.9468046
        
0.04        0.62                -32904.6929464     -32911.9863313     -32911.9863316
        
0.04        0.64                -32904.6929464     -32912.0118793     -32912.0118799
        
0.04        0.66                -32904.6929464     -32911.9554279     -32911.9554284
        
0.04        0.68                -32904.6929466     -32911.9531512     -32911.9531517
        
0.04        0.70                -32904.6929465     -32912.0068542     -32912.0068547
        
0.04        0.72                -32904.6929465     -32911.9766942     -32911.9766946
        
0.04        0.74                -32904.6929464     -32911.9322859     -32911.9322866
        
0.04        0.76                -32904.6929465     -32911.8739869     -32911.8739872
        
0.04        0.78                -32904.6929465     -32911.8019371     -32911.8019376
        
0.04        0.80                -32904.6929465     -32911.7177257     -32911.7177263
        
0.04        0.82                -32904.6929464     -32911.6211473     -32911.6211479
        
0.04        0.84                -32904.6929464     -32911.5141016      -32911.514102
        
0.04        0.86                -32904.6929465     -32911.3981803     -32911.3981811
        
0.04        0.88                -32904.6929465     -32911.2766631     -32911.2766635
        
0.04        0.90                -32904.6929463     -32911.1539572     -32911.1539579
        
0.04        0.92                -32904.6929463      -32911.031109     -32911.0311099
        
0.04        0.94                -32904.6929464      -32910.932805     -32910.9328054
        
0.04        0.96                -32904.6929465      -32910.858729     -32910.8587301
        
0.04        0.98                -32904.6929464     -32910.8187203      -32910.818721
        
0.04        1.00                -32904.6929463     -32910.8107478     -32910.8107482
        
0.12        0.00                -32904.6929464      -32910.940269     -32910.9402693
        
0.12        0.02                -32904.6929463     -32910.9867655     -32910.9867657
        
0.12        0.04                -32904.6929462     -32911.0399418      -32911.039943
        
0.12        0.06                -32904.6929463     -32911.1011456     -32911.1011462
        
0.12        0.08                -32904.6929464     -32911.1544155     -32911.1544163
        
0.12        0.10                -32904.6929464      -32911.201802     -32911.2018031
        
0.12        0.12                -32904.6929464     -32911.2420601     -32911.2420608
        
0.12        0.14                -32904.6929463     -32911.2731783     -32911.2731791
        
0.12        0.16                -32904.6929464     -32911.2951099     -32911.2951106
        
0.12        0.18                -32904.6929464     -32911.3071732     -32911.3071738
        
0.12        0.20                -32904.6929465     -32911.3097151     -32911.3097156
        
0.12        0.22                -32904.6929464     -32911.3028929     -32911.3028937
        
0.12        0.24                -32904.6929464     -32911.2847704     -32911.2847718
        
0.12        0.26                -32904.6929465     -32911.2630183     -32911.2630197
        
0.12        0.28                -32904.6929465     -32911.2353151     -32911.2353165
        
0.12        0.3                -32904.6929465     -32911.2042811     -32911.2042823
        
0.12        0.30                -32904.6929465     -32911.2042811     -32911.2042823
        
0.12        0.32                -32904.6929465     -32911.1712359     -32911.1712366
        
0.12        0.34                -32904.6929464     -32911.1441714     -32911.1441718
        
0.12        0.36                -32904.6929465     -32911.1235841     -32911.1235848
        
0.12        0.38                -32904.6929464      -32911.119721     -32911.1197222
        
0.12        0.40                -32904.6929464     -32911.1375448     -32911.1375456
        
0.12        0.42                -32904.6929464     -32911.1813138     -32911.1813144
        
0.12        0.44                -32904.6929464     -32911.2467658      -32911.246767
        
0.12        0.46                -32904.6929464     -32911.3325351     -32911.3325358
        
0.12        0.48                -32904.6929463     -32911.4233137     -32911.4233143
        
0.12        0.50                -32904.6929463      -32911.514847     -32911.5148476
        
0.12        0.52                -32904.6929463     -32911.6042789     -32911.6042793
        
0.12        0.54                -32904.6929464     -32911.6867203     -32911.6867208
        
0.12        0.56                -32904.6929463     -32911.7605032     -32911.7605038
        
0.12        0.58                -32904.6929464     -32911.8239823     -32911.8239828
        
0.12        0.60                -32904.6929463     -32911.8758261     -32911.8758263
        
0.12        0.62                -32904.6929464     -32911.9151994     -32911.9151999
        
0.12        0.64                -32904.6929465     -32911.9415001     -32911.9415005
        
0.12        0.66                -32904.6929464     -32911.9541475      -32911.954148
        
0.12        0.68                -32904.6929464     -32911.9528074     -32911.9528081
        
0.12        0.70                -32904.6929465       -32911.93738      -32911.937381
        
0.12        0.72                -32904.6929465     -32911.9081957     -32911.9081968
        
0.12        0.74                -32904.6929465     -32911.8650251     -32911.8650255
        
0.12        0.76                -32904.6929465     -32911.8081114     -32911.8081119
        
0.12        0.78                -32904.6929465      -32911.738058     -32911.7380585
        
0.12        0.80                -32904.6929465     -32911.6553939     -32911.6553946
        
0.12        0.82                -32904.6929465      -32911.561681     -32911.5616812
        
0.12        0.84                -32904.6929464     -32911.4582003     -32911.4582008
        
0.12        0.86                -32904.6929464     -32911.3478825      -32911.347883
        
0.12        0.88                -32904.6929466      -32911.233763     -32911.2337637
        
0.12        0.90                -32904.6929465     -32911.1209598     -32911.1209609
        
0.12        0.92                -32904.6929465     -32911.0227521     -32911.0227529
        
0.12        0.94                -32904.6929463     -32910.9483798     -32910.9483803
        
0.12        0.96                -32904.6929464     -32910.9126321     -32910.9126325
        
0.12        0.98                -32904.6929464     -32910.9164113     -32910.9164123
        
0.12        1.00                -32904.6929464      -32910.940269     -32910.9402693
        
0.16        0.00                -32904.6929463     -32911.0330675     -32911.0330682
        
0.16        0.02                -32904.6929463     -32911.0977238     -32911.0977243
        
0.16        0.04                -32904.6929464      -32911.161404     -32911.1614048
        
0.16        0.06                -32904.6929464     -32911.2234043     -32911.2234052
        
0.16        0.08                -32904.6929464     -32911.2798979     -32911.2798979
        
0.16        0.10                -32904.6929463     -32911.3285486     -32911.3285496
        
0.16        0.12                -32904.6929465     -32911.3678324     -32911.3678329
        
0.16        0.14                -32904.6929464     -32911.3974007     -32911.3974015
        
0.16        0.16                -32904.6929464     -32911.4168869     -32911.4168874
        
0.16        0.18                -32904.6929464     -32911.4251785     -32911.4251792
        
0.16        0.20                -32904.6929464     -32911.4227887     -32911.4227896
        
0.16        0.22                -32904.6929465     -32911.4101686     -32911.4101696
        
0.16        0.24                -32904.6929464     -32911.3876168     -32911.3876176
        
0.16        0.26                -32904.6929464     -32911.3562586     -32911.3562592
        
0.16        0.28                -32904.6929464     -32911.3169247     -32911.3169264
        
0.16        0.3                -32904.6929464     -32911.2715923     -32911.2715932
        
0.16        0.30                -32904.6929464     -32911.2715923     -32911.2715932
        
0.16        0.32                -32904.6929464     -32911.2238137     -32911.2238152
        
0.16        0.34                -32904.6929464     -32911.1781261     -32911.1781267
        
0.16        0.36                -32904.6929464     -32911.1425689     -32911.1425694
        
0.16        0.38                -32904.6929463     -32911.1184762     -32911.1184766
        
0.16        0.40                -32904.6929464     -32911.1177272     -32911.1177281
        
0.16        0.42                -32904.6929464     -32911.1457433      -32911.145744
        
0.16        0.44                -32904.6929463     -32911.2007591       -32911.20076
        
0.16        0.46                -32904.6929463      -32911.278704     -32911.2787043
        
0.16        0.48                -32904.6929464     -32911.3653887     -32911.3653894
        
0.16        0.50                -32904.6929464     -32911.4545853     -32911.4545861
        
0.16        0.52                -32904.6929465     -32911.5418566      -32911.541857
        
0.16        0.54                -32904.6929464     -32911.6238732     -32911.6238735
        
0.16        0.56                -32904.6929464     -32911.6970677     -32911.6970683
        
0.16        0.58                -32904.6929464     -32911.7602109     -32911.7602114
        
0.16        0.60                -32904.6929464     -32911.8118944     -32911.8118946
        
0.16        0.62                -32904.6929465     -32911.8514407     -32911.8514409
        
