x           y           stackinginfo
0.0 0.0 0
2.16184077800803 1.26702295089286 0
4.32388921380734 2.53374264999023 0
6.48605677874437 3.80032646409815 0
8.64826088628573 5.06693254613389 0
10.8104224275388 6.33371296630611 0
12.9724631999496 7.60081744578981 0
15.1343033425686 8.8683972420613 0
17.2958587060455 10.1366087487995 0
19.4570378373051 11.4056164356232 0
21.6177380493625 12.6755945751151 0
23.7778397747817 13.946726814517 0
25.93719814883 15.219202220008 0
28.09563100091 16.4932061213893 0
30.252904264185 17.7689045892016 0
32.4087210351756 19.0464239208206 0
34.5627299470737 20.3258320053228 0
36.7145774408125 21.6071347045939 4
38.8640227472058 22.8902996477126 4
41.0110985824252 24.1753033671632 4
43.1562437033074 25.4621701612639 2
45.300302812587 26.7509572793943 2
47.4443350466582 28.0416648664109 2
49.5892858326564 29.334101553217 2
51.7356713974166 30.6277733691118 2
53.8834216596969 31.9218560071162 2
56.0319552093016 33.2152855178138 2
58.1804851978295 34.5069811099201 2
60.3284420706302 35.7961255966329 2
62.4757841966387 37.0823555515321 2
64.623027840707 38.3657790345811 2
66.7710138793093 39.6468320144903 5
68.9205723042985 40.9260630357024 5
71.0722571350003 42.2039490645651 5
73.2262395003573 43.4808026674178 1
75.3823495017643 44.7567750026892 1
77.5402036656366 46.0319193790022 1
79.6993454076188 47.306267824693 1
81.8593476240818 48.579885480874 1
84.0198608039057 49.8528911313416 1
86.18061788497 51.1254515790297 1
88.3414173497148 52.3977646153508 1
90.5021018386845 53.6700420951474 1
92.6625407800135 54.9424980823244 1
94.8226190508559 56.215342112951 1
96.9822309107534 57.4887754141253 1
99.14127794088 58.7629875851832 1
101.299669744142 60.0381524909167 1
103.457326783761 61.3144227478098 1
105.614185101293 62.5919218067304 1
107.770201746627 63.870734508771 1
109.925359435435 65.1508986682736 1
112.079669451243 66.4323998928575 1
114.233172827103 67.7151703067311 1
116.385940042128 68.9990899258037 1
118.53806993106 70.2839889809425 1
120.689688390412 71.569650334265 1
122.840946756878 72.8558118862957 1
124.992019037669 74.1421702680324 3
127.143096846804 75.4283880492247 3
129.294381115007 76.7141066204887 3
131.446070214169 77.9989659060776 0
133.598344823171 79.2826306727159 0
135.75135057179 80.5648217019138 0
137.905180392348 81.8453482793437 0
140.059859689531 83.1241363373217 0
142.215338230405 84.401245217154 0
144.371491929781 85.6768671123294 0
146.528136240422 86.9513066973989 0
148.685049309114 88.2249437631528 0
150.841999171134 89.4981875902464 0
152.998765513537 90.7714373910049 0
155.155151243627 92.0450592471733 0
157.310986585581 93.3193768851975 0
159.466128644423 94.5946706966242 0
161.620458342899 95.8711814726381 0
163.773876391975 97.149115994406 0
165.92629947647 98.4286524869629 0
168.077657433591 99.7099446582727 0
170.227891915143 100.993123488877 0
172.37695682311 102.278296209604 0
174.524820687341 103.565542076283 4
176.671471086927 104.854904754767 4
178.816921111642 106.146381577461 4
180.961217560024 107.439910817731 4
183.10444989151 108.735359437902 2
185.246757863375 110.032515000454 2
187.388334686917 111.331085612292 2
189.529422383695 112.630710092671 2
191.670297912571 113.930977307686 2
193.811252344336 115.231450449866 2
195.952568833297 116.531690887425 2
198.094505879068 117.831279139828 2
200.237289513082 119.129834966839 2
202.381115223279 120.427031426472 2
204.526154304748 121.722599541677 2
206.672554284295 123.016332032406 2
208.820428612878 124.308092520151 2
210.969838453818 125.597828530316 5
213.120774210525 126.885583830028 5
215.273144664348 128.171505119799 5
217.426777681426 129.455839673858 1
219.581431301153 130.738923821654 1
221.736810838509 132.021164790618 1
223.892587608713 133.303018915842 1
226.048417153844 134.584967474979 1
228.203957828762 135.867488587186 1
230.358892768771 137.151021617065 1
232.512957328656 138.435922609545 1
234.665967407612 139.722421523895 1
236.817839066083 141.010594502594 1
238.968591358667 142.300360044709 1
241.118332472845 143.591501643027 1
243.267237637343 144.883702577836 1
245.415527680688 146.176574240609 3
247.563451512777 147.46967659799 3
249.711270216434 148.762539566327 3
251.859240387156 150.054690587803 0
254.007597381465 151.345686800621 0
256.15654106982 152.635145765724 0
258.306226557406 153.922768611785 0
260.456760700859 155.208351988714 0
262.608203938086 156.491788347148 0
264.760575936373 157.773057075322 0
266.913862350131 159.052210988258 0
269.068020663845 160.32936210755 0
271.222984437727 161.604669144098 0
273.378666199581 162.87832765758 0
275.534959502905 164.150562896458 0
277.691740491808 165.421624921613 0
279.848869154042 166.691785537006 0
282.006190484784 167.961336571641 0
284.163535914795 169.230588796173 0
286.3207254803 170.499870415165 0
288.47757082434 171.769524350362 0
290.633879114289 173.039903746482 0
292.78945812019 174.311365004206 0
294.944122885807 175.584257546009 0
297.09770466987 176.858909553511 0
299.250062877958 178.135609373762 0
301.401100030541 179.414583520939 4
303.550777974348 180.695974071481 4
305.699130917266 181.979819780126 4
307.846269329173 183.266045157024 2
309.992370843364 184.55445981203 2
312.137660245232 185.844767837381 2
314.282386593537 187.136585417139 2
316.426805950733 188.429464870665 2
318.571173624865 189.722923015056 2
320.7157451359 191.016470470616 2
322.860778180405 192.30964179626 2
325.006529116351 193.602022096469 2
327.153243169873 194.893259238709 2
329.301139378857 196.183064386587 2
331.450393502675 197.471209659551 2
333.601124509216 198.757527314117 2
335.7533884723 200.041910880257 5
337.907180656494 201.324316051183 5
340.062443766041 202.604760235014 5
342.21907901708 203.883319703125 5
344.376957294498 205.160123954249 1
346.535928945798 206.435347722286 1
348.695831785412 207.709201515994 1
350.856497392619 208.981921741117 1
353.017755920365 210.253761385461 1
355.179439609753 211.524981988546 1
357.341385171095 212.795847252778 1
359.503435194146 214.066618292626 1
361.665438777468 215.337550243088 1
363.827251595602 216.60888978444 1
365.988735639635 217.88087307051 1
368.149758871054 219.153723534054 1
370.310195035343 220.427649039828 1
372.469923908802 221.70283784344 1
374.628832318471 222.97945281643 1
376.786816360362 224.257623679417 1
378.943785259109 225.537437998601 1
381.099667280193 226.818932042215 1
383.254417636757 228.102083186228 1
385.408027411059 229.386805904249 1
387.560531491992 230.672952222696 1
389.71201329712 231.960315242869 1
391.862605340564 233.248632781339 1
394.012486866202 234.537589425622 1
396.161880486505 235.82681848105 3
398.311047510068 237.115905317603 3
400.460278333695 238.404396396105 0
402.609872656002 239.691820650472 0
404.760107514661 240.977725844708 0
406.911198122652 242.261727560992 0
409.063262498217 243.543561619434 0
411.216303389462 244.823124227264 0
413.370220187937 246.100481668918 0
415.524847495767 247.375844658003 0
417.680000229614 248.649521465746 0
419.835503651729 249.921871669916 0
421.991201321213 251.193273445485 0
424.146948771868 252.464105157603 0
426.302604269594 253.734736858457 0
428.458022459774 255.005527864422 0
430.613052068987 256.276827688587 0
432.767536791644 257.548978022809 0
434.921318205374 258.822313638926 0
437.07424016279 260.097160282741 0
439.226154877317 261.373827864705 0
441.37693152734 262.652597682496 4
443.526468362427 263.933703531784 4
445.674708507939 265.217308855888 4
447.821657417098 266.503485173736 4
449.967396518186 267.792198866022 2
452.11208523755 269.083311262147 2
454.255945841644 270.376590781246 2
456.399233651254 271.671730351568 2
458.542204245257 272.968363966343 2
460.685093927483 274.266080843386 2
462.828120943965 275.564440690242 2
464.971499606578 276.862994672957 2
467.115452133047 278.161313353956 2
469.260209359641 279.459011320331 2
471.406000359935 280.755760099136 2
473.553034380184 282.051293209148 2
475.701481540877 283.345407968562 2
477.851456836429 284.637967183041 5
480.003009128578 285.928901888025 5
482.156115743232 287.21821305789 5
484.310683064754 288.505971377367 1
486.466552625984 289.792314910834 1
488.623511559229 291.077443939825 1
490.781305987167 292.36161261602 1
492.93965597068 293.645117420493 1
495.098270937382 294.928282604074 1
497.256864911697 296.211442824636 1
499.415171178036 297.494923228698 1
501.572956064988 298.779017466857 1
503.730030622726 300.063965825275 1
505.886257832785 301.349938870945 1
508.041555156518 302.637027561096 1
510.195892902828 303.925239994907 1
512.349289199264 305.214506226703 1
514.501803139446 306.50468951261 1
516.653527767848 307.795600095004 1
518.804584068556 309.087007117052 1
520.955116236124 310.378647451764 3
523.105287451691 311.670233212794 3
525.255274994543 312.961459476441 3
527.405263781198 314.252013530109 3
529.555437986819 315.541586258041 0
531.705971011834 316.829885487702 0
533.857014512322 318.116650581586 0
536.008687469412 319.401667288463 0
538.161066416015 320.68478169637 0
540.31417799979 321.965911947081 0
542.467994704278 323.245056369925 0
544.622435047078 324.522296442139 0
546.777369075086 325.797793622459 0
548.932628810257 327.071780150836 0
551.08802233017 328.34454472137 0
553.243348750361 329.616414851764 0
555.398410077125 330.887738845554 0
557.553016789167 332.158870280236 0
559.706986740729 333.430156067481 0
561.860138510838 334.701928162785 0
564.012282009056 335.974500996047 0
566.163214581048 337.248177223478 0
568.312735684294 338.523262237141 0
570.460690233288 339.80008105585 0
572.607034475737 341.07898187532 4
574.751895748031 342.360307247865 4
576.895587694773 343.644324707673 4
579.038558979791 344.931131585539 2
581.181287759238 346.220568740386 2
583.324161442372 347.512180061758 2
585.467385631777 348.805242482282 2
587.610959257804 350.098878997741 2
589.754751856008 351.392236789652 2
591.898671471074 352.684666505841 2
594.042833248796 353.975817282082 2
596.187619411345 355.26560447358 2
598.33359771053 356.554097656495 2
600.481353282683 357.84140805265 4
602.631320985237 359.127609465478 4
604.783686787202 360.412702125926 4
606.938386923553 361.696623654484 5
609.095182465165 362.979294492148 3
611.253755746377 364.260665604464 3
613.413784847593 365.540743233448 3
615.574982026963 366.819591021658 1
617.73710377562 368.097318466543 1
619.899946071943 369.374065664754 1
622.063334971101 370.649990283047 1
624.227117522724 371.925258610845 1
626.391154538893 373.200040344609 1
628.555315187439 374.47450607247 1
630.719472991406 375.748826445734 1
632.883502894043 377.023172197361 1
635.047279250621 378.297714268063 1
637.210674816429 379.572623280362 1
639.373561018947 380.848067480052 1
641.535810018652 382.124208126442 1
643.697299037685 383.401191752296 1
645.857916986816 384.679140337549 1
648.017573103419 385.958139662319 1
650.176206494108 387.238227009631 1
652.333794660701 388.519381088248 1
654.490359044718 389.801517426951 1
656.645966498932 391.084490747963 1
658.800726991342 392.368102776833 1
660.954788909802 393.652110768167 1
663.108333175985 394.936234781985 3
665.261565985228 396.220166057395 3
667.414708977719 397.503578836179 3
669.567986007307 398.786147312035 0
671.72160699418 400.067567280474 0
673.875750810196 401.347579781112 0
676.030550130414 402.625992514416 0
678.186081463052 403.902694379434 3
447.054316022443 1.11090940624784 0
449.211312686938 2.38418966314837 0
451.368949197937 3.65589855085399 0
453.527124573652 4.92619086994443 0
455.685726295625 6.19524396533941 0
457.844640572612 7.46324343644069 0
460.003758258116 8.73037386892877 0
462.162977232511 9.99681362031845 0
464.32220258633 11.2627323899936 0
466.481345791784 12.5282905985716 0
468.640323600726 13.7936399818229 0
470.799056997679 15.0589250572612 0
472.957470323154 16.3242852171308 0
475.115490618293 17.589857203045 0
477.273047046678 18.8557778146587 3
12.8539763418919 20.1221867149224 0
15.010396976713 21.3892291952353 0
17.1661437574453 22.657058739458 0
19.3211386856777 23.925839114377 0
21.4752891978109 25.1957454741564 0
23.6284761148186 26.466963669252 0
25.7805391496834 27.7396869114551 0
27.9312671115551 29.0141096477247 0
30.0804073689103 30.290419882275 4
32.2277122895159 31.5687915791783 4
34.3730292591104 32.8493755032649 5
36.5164126858057 34.13228036361 5
38.6582071180745 35.4175333075591 5
40.7990469346194 36.7050177233103 2
42.9397508784011 37.9944054571068 2
45.0811406347776 39.2851173818673 2
47.2238495702532 40.576349235311 2
49.3681988871429 41.86718100886 2
51.5141993204487 43.1567507811621 2
