x           y           stackinginfo
0.0 0.0 0
2.14855409012461 1.28979788849971 0
4.29772135990241 2.57845405853427 0
6.44755613107848 3.86587866050102 0
8.59813137648669 5.15194607927778 0
10.7495168771799 6.43653610397263 0
12.9017577911136 7.71957594836235 0
15.0548581756143 9.00107055522445 0
17.2087704468928 10.2811187072521 0
19.3633915455241 11.559915891238 0
21.518566983852 12.8377445357552 0
23.6741031366153 14.1149523406176 4
25.8297862326769 15.3919210392192 4
27.9854046242746 16.6690300076387 4
30.1407699127991 17.9466206174643 4
32.2957326319516 19.2249677810752 2
34.4501894223344 20.5042643899058 2
36.6040806726893 21.7846220322106 2
38.757380038987 23.0660874655621 2
40.9100792166984 24.3486700244542 2
43.0621723659818 25.6323720768379 2
45.2136447233621 26.9172131768267 2
47.3644687543189 28.2032400564572 2
49.5146109447282 29.4905175642619 2
51.6640510678261 30.7790969542778 2
53.8128090472304 32.0689693676485 2
55.9609733966189 33.3600150896395 2
58.108718106656 34.6519671168846 2
60.2562995079135 35.9444054400967 2
62.4040350569326 37.2367837973184 5
64.5522710568482 38.5284818254048 5
66.7013465342513 39.8188713562309 5
68.8515589823457 41.1073840831136 1
71.0031366626694 42.3935682303181 1
73.1562212865675 43.6771248187196 1
75.3108630207726 44.957919617336 1
77.4670269599997 46.2359731326015 1
79.6246077239534 47.5114355342577 1
81.7834477511252 48.7845548511406 1
83.943355320124 50.0556454449582 1
86.1041196958839 51.3250610836982 1
88.2655223479178 52.5931742937104 1
90.4273437458918 53.8603625695483 1
92.5893657526466 55.1270019695115 1
94.7513717781632 56.3934649849283 1
96.913146290805 57.6601195932275 1
99.0744740859053 58.9273287885522 1
101.235139971695 60.195450121696 1
103.394929881967 61.4648340803734 1
105.553634590723 62.7358198344567 1
107.711057152593 64.0087271090368 1
109.867024399666 65.2838431390888 1
112.021401902614 66.5614040323913 1
114.174110813024 67.8415715346792 1
116.325143825265 69.1244080492539 3
118.474576747705 70.4098543542471 3
120.622572283376 71.6977155566707 3
122.769373700118 72.9876606108871 0
124.915287792986 74.279238912837 0
127.060658207806 75.5719146444118 0
129.205831345499 76.8651167460153 0
131.351118441491 78.1582995663357 0
133.496760687422 79.4510043666507 0
135.642908496533 80.7429046684636 3
91.1293267263066 1.21580347993238 0
93.2766343073552 2.50564280969315 0
95.4245538268285 3.79436618717767 3
4.2525462611567 5.08190537979798 0
6.40191194543791 6.36815517886031 0
8.55215653803839 7.65300188190528 0
10.7033693730924 8.9363638457837 0
12.855599490854 10.2182246763232 0
15.0088405459417 11.4986531781861 0
17.1630234437572 12.777810753054 0
19.3180173699181 14.055947270587 0
21.4736396660969 15.3333854558018 4
23.6296735169095 16.6104946369341 4
25.785890473652 17.8876568872093 4
27.9420735395028 19.1652306748334 4
30.0980363775776 20.4435183007003 2
32.2536350129945 21.7227435578795 2
34.4087703133122 23.0030445196274 2
36.5633815342446 24.2844832841857 2
38.7174334611512 25.5670699572399 2
40.8709014030647 26.8507938007868 2
43.0237586023863 28.1356521830247 2
45.175970736242 29.4216679772811 2
47.3274998982839 30.7088903249024 2
49.4783195427672 31.9973757821401 2
51.6284374086281 33.2871503315988 2
53.7779210573039 34.5781609741349 2
55.9269166153494 35.870229040708 2
58.0756495507199 37.1630255680372 2
60.2244070183245 38.4560780325948 5
62.3735090077985 39.7488061573318 5
64.5232762260843 41.0405790695956 5
66.6739997920041 42.3307826041682 1
68.8259155702509 43.6188841299599 1
70.9791855682013 44.9044831251184 1
73.1338886825133 46.1873395168701 1
75.2900216944907 47.467377840931 1
77.4475090644313 48.7446712695197 1
79.6062181542619 50.0194131913633 1
81.7659759754497 51.2918844818086 1
83.9265843221064 52.5624226897221 1
86.0878316848955 53.831396533546 1
88.2495014185321 55.0991869117618 1
90.4113757293338 56.3661754210508 1
92.5732365209878 57.6327396600186 1
94.7348652364837 58.8992513730939 1
96.8960424810101 60.1660756874131 1
99.0565479407182 61.4335708974118 1
101.216161524077 62.7020879955781 1
