Ang12(degree)  Ang32(degree)  Natom   Energy_Initial(eV)   Energy_Final(eV)
     1.202325       -0.010739      55138         -383501.386384243  -383601.860974993
     1.202325        0.186135     124064         -862904.214620298  -863129.090853946
     1.202325        0.579824      13786         -95886.5250924157  -95907.9197131798
     1.202325        0.973401     124088         -863082.916348952  -863283.983107074
     1.202325        1.170136      55154         -383620.489748449  -383706.11262971
