Ang12(degree)  Ang32(degree)  Natom   Energy_Initial(eV)   Energy_Final(eV)
    -1.202855       -0.010739      55122         -383389.677190245  -383476.722855261
    -1.202855        0.186135     124028         -862652.868930809  -862849.160993133
    -1.202855        0.579824      13782         -95858.5977925912  -95879.4095539732
    -1.202855        0.973401     124052         -862831.57063789  -863009.831922476
    -1.202855        1.170136      55138         -383508.780540052  -383582.983123983
    -1.202855        1.366830     124070         -862965.309606981  -863126.152865222
