Ang12(degree)  Ang32(degree)  Natom   Energy_Initial(eV)   Energy_Final(eV)
     1.202325       -0.010739      55138         -383501.386384181  -383600.789406327
     1.202325        0.186135     124064         -862904.214620139  -863129.09085107
     1.202325        0.579824      13786         -95886.5250924257  -95911.1638855455
     1.202325        0.973401     124088         -863082.916348794  -863283.983107005
     1.202325        1.170136      55154         -383620.48974837  -383706.156833743
     1.202325        1.366830     124106         -863216.655334484  -863401.906709247
