x           y           stackinginfo
0.0 0.0 2
2.14710827370025 1.2917721957261 2
4.29336693947052 2.58515588369147 2
6.43885159685351 3.88003993446488 2
8.58371814279621 5.17618170771599 2
10.7282241492607 6.47316192398534 2
12.8727240207063 7.7703796117369 2
15.0176417330115 9.06708944409239 2
17.163431438763 10.3624709077968 5
19.3105330212498 11.655715534709 5
21.4593269320943 12.9461168624478 5
23.6100945757366 14.2331458350388 1
25.7629927857233 15.5164958015998 1
27.9180485174985 16.7960893307687 1
30.0751732157239 18.0720510762414 1
32.234190012031 19.3446601996588 1
34.394864636858 20.6142979618483 1
36.5569327224614 21.8814020732933 1
38.7201196205975 23.1464333233589 1
40.8841523816359 24.4098547742318 1
43.0487650600325 25.6721214081177 1
45.2136990145063 26.9336778591433 1
47.3787004415129 28.1949607002472 1
49.5435166466661 29.4564028047235 1
51.7078920195395 30.7184384438921 1
53.8715645271406 31.9815081344605 1
56.0342637706945 33.2460619695224 1
58.1957122502918 34.5125592387512 1
60.3556320760232 35.781460862945 1
62.5137589445953 37.0532117888875 1
64.6698643856883 38.3282111852232 1
66.8237852433707 39.6067697209859 1
68.9754560947285 40.8890579302902 1
71.1249366830975 42.1750558327859 1
73.2724247334724 43.4645188262991 1
75.4182469774043 44.7569744440022 3
77.562827775159 46.0517568841014 3
79.7066419756922 47.3480746945263 3
81.8501621731242 48.645098283235 0
83.9938093914066 49.9420512406592 0
86.1379143955395 51.2382894935138 0
88.2826977125154 52.5333509993461 0
90.4282764395591 53.8269597364062 0
92.5746966712395 55.1189821493934 0
94.7219777347712 56.4093586646336 0
96.8701544766264 57.6980331581778 0
99.0192949770465 58.9849104565129 0
101.169488427146 60.2698686056324 0
103.320817340497 61.5528084499807 0
105.473327910349 62.8337074295827 0
107.627006086643 64.1126571582191 4
109.781763033412 65.3898793175065 4
111.937432169689 66.6657219711138 4
114.093778381494 67.9406399392968 4
116.250517633788 69.2151627976401 2
118.407343203999 70.4898545802998 2
120.56395394752 71.7652695310288 2
122.720080216012 73.0419081866667 2
124.875503919907 74.3201781387171 2
127.030070384971 75.6003647357376 2
129.183691056507 76.8826177223955 2
131.3363367142 78.1669591530537 2
133.488021396347 79.4533141341594 2
135.63877909643 80.7415593548175 2
91.1283398352252 1.21356421363863 2
93.2773233615576 2.50527092827601 2
95.4254534504847 3.79861501084618 2
4.25219405620452 5.09351868958506 2
6.39888686279395 6.38981478470065 2
8.54516196800074 7.68719109596941 2
10.6913397613609 8.98515990338732 2
12.8378027955542 10.283066200309 2
14.9849599918933 11.5801329312498 2
17.1332113526653 12.8755343295878 5
19.2829145201962 14.1684848340419 5
21.4343527370988 15.4583272740911 1
23.5877083494505 16.744601608825 1
25.7430491853225 18.0270790886599 1
27.9003321833431 19.3057573503845 1
30.0594220148807 20.5808244679266 1
32.2201175057188 21.8526073877561 1
34.3821779743651 23.1215198994805 1
36.5453440626735 24.3880199637445 1
38.7093516191284 25.6525797898683 1
40.873939175261 26.9156681054679 1
43.0388500016628 28.17774263606 1
45.2038305955899 29.4392496048176 1
47.3686274814972 30.7006267288265 1
49.5329834525561 31.9623078435756 1
51.6966340880168 33.2247279989936 1
53.85930548386 34.4883279566948 1
56.0207144722732 35.7535565429886 1
58.1805736145475 37.0208679013544 1
60.3386032874591 38.2907103093267 1
62.4945519655815 39.5635042979212 1
64.6482244693173 40.8396083296965 1
66.7995151427156 42.1192729572683 1
68.9484394210006 43.4025898066416 1
71.09515458914 44.6894477357463 1
73.2399609639163 45.9795110799102 3
75.3832792012111 47.2722314003759 3
